Nombre,Categoria,Precio,Calidad
GalaxyKingdom,Plataforma,69058,42
QuestWarrior,Carreras,50588,77
ChronicleLegends,Plataforma,40817,77
WarriorHero,MMORPG,2663,28
DragonQuest,Acción,63796,17
ChronicleWarrior,RPG,50939,66
AdventureShadow,FPS,3729,44
FantasyQuest,Battle Royale,59181,97
WarriorGalaxy,Aventura,1019,69
LegendsHero,Estrategia,21638,23
GalaxyShadow,Puzzle,69023,91
ChronicleQuest,Acción,24334,33
FantasyFantasy,RPG,47467,8
HeroHero,Plataforma,35371,95
KingdomFantasy,Battle Royale,54182,16
WarriorAdventure,Aventura,1878,41
GalaxyHero,MMORPG,33538,43
HeroWarrior,Aventura,67810,53
ShadowChronicle,RPG,48918,4
WarriorQuest,Simulación,33539,48
ChronicleAdventure,Deportes,27370,71
HeroLegends,FPS,14518,46
EmpireAdventure,Carreras,14833,7
FantasyShadow,Deportes,65229,63
LegendsLegends,Battle Royale,17992,70
DragonChronicle,Plataforma,40971,18
FantasyShadow,Acción,34065,33
HeroWarrior,Acción,27986,32
WarriorWarrior,Aventura,7280,4
WarriorAdventure,FPS,48347,59
AdventureAdventure,Plataforma,50952,71
LegendsChronicle,MMORPG,20757,60
WarriorDragon,RPG,68408,53
KingdomDragon,Carreras,51724,63
FantasyDragon,Acción,26709,6
ShadowQuest,Aventura,53322,60
WarriorGalaxy,Battle Royale,47053,10
EmpireDragon,Carreras,66504,62
HeroShadow,Carreras,836,90
ChronicleQuest,Deportes,30191,11
HeroWarrior,FPS,43107,96
WarriorEmpire,Carreras,64918,6
AdventureEmpire,Deportes,34493,51
GalaxyQuest,Plataforma,33940,5
LegendsHero,Plataforma,20070,13
HeroGalaxy,RPG,55543,58
QuestChronicle,Battle Royale,29133,67
ChronicleFantasy,Puzzle,51341,89
WarriorFantasy,Puzzle,23645,7
DragonGalaxy,MMORPG,18429,16
ShadowAdventure,Estrategia,25224,69
AdventureLegends,Aventura,53427,55
QuestLegends,Battle Royale,38421,28
ChronicleEmpire,Plataforma,19268,85
GalaxyGalaxy,Aventura,59347,100
EmpireWarrior,FPS,30567,43
ChronicleChronicle,Battle Royale,55937,96
KingdomHero,Deportes,40469,40
KingdomFantasy,Deportes,11005,45
GalaxyLegends,Deportes,45942,44
WarriorWarrior,RPG,16311,54
LegendsShadow,Acción,12076,0
HeroEmpire,Deportes,44400,21
GalaxyKingdom,Simulación,35060,43
WarriorQuest,Puzzle,13816,10
ShadowWarrior,Plataforma,705,25
LegendsGalaxy,Estrategia,67685,91
AdventureQuest,FPS,62181,67
AdventureDragon,Carreras,45785,1
KingdomAdventure,Estrategia,33146,81
DragonEmpire,Simulación,49876,66
KingdomQuest,Simulación,21837,40
EmpireLegends,Estrategia,62515,90
HeroAdventure,Puzzle,24818,48
EmpireGalaxy,Estrategia,23344,95
HeroGalaxy,Acción,2692,76
HeroQuest,Deportes,23315,12
KingdomShadow,Puzzle,63877,13
ShadowLegends,Estrategia,11005,21
LegendsAdventure,Estrategia,41812,52
KingdomEmpire,Puzzle,64178,54
LegendsWarrior,Acción,39047,49
FantasyQuest,RPG,11599,74
FantasyDragon,Simulación,33687,27
DragonShadow,RPG,24194,69
FantasyEmpire,RPG,21495,23
KingdomAdventure,Acción,60651,34
GalaxyShadow,MMORPG,50553,89
LegendsKingdom,Plataforma,59126,94
WarriorKingdom,Plataforma,46203,33
LegendsLegends,Puzzle,7628,64
WarriorDragon,Deportes,60653,76
AdventureAdventure,Aventura,23238,91
AdventureLegends,Battle Royale,46742,12
ChronicleHero,Plataforma,23838,6
GalaxyEmpire,Battle Royale,25148,45
ChronicleChronicle,Battle Royale,57100,35
ChronicleEmpire,Acción,46135,32
LegendsEmpire,Acción,67406,79
GalaxyAdventure,Aventura,22036,85
GalaxyEmpire,Simulación,24476,23
AdventureWarrior,Battle Royale,43379,86
LegendsLegends,FPS,34174,100
HeroDragon,Battle Royale,20011,83
DragonDragon,Aventura,39693,69
LegendsChronicle,Battle Royale,50482,75
WarriorQuest,MMORPG,43415,38
HeroEmpire,Acción,65025,82
AdventureLegends,Plataforma,54313,86
QuestDragon,Simulación,1547,89
QuestKingdom,MMORPG,3859,87
EmpireChronicle,Puzzle,5060,63
FantasyQuest,Puzzle,32596,7
LegendsDragon,MMORPG,54602,87
LegendsEmpire,Carreras,2229,31
AdventureGalaxy,Acción,12643,32
QuestGalaxy,Carreras,5503,3
EmpireAdventure,Estrategia,69744,72
GalaxyShadow,Acción,3590,22
FantasyLegends,Puzzle,69260,25
ChronicleKingdom,Simulación,9236,1
GalaxyGalaxy,Battle Royale,46515,45
LegendsDragon,RPG,61243,80
WarriorKingdom,MMORPG,68572,98
ChronicleQuest,MMORPG,8573,73
ShadowQuest,FPS,24766,48
HeroKingdom,Puzzle,40851,70
EmpireEmpire,Simulación,11570,9
DragonDragon,Acción,41040,95
QuestGalaxy,Estrategia,24866,24
GalaxyShadow,Aventura,55389,51
HeroShadow,Estrategia,32973,66
ChronicleChronicle,Deportes,35408,69
ChronicleGalaxy,FPS,69546,23
WarriorFantasy,Carreras,58948,45
ShadowFantasy,Deportes,12160,64
KingdomHero,Estrategia,67915,16
ChronicleHero,Deportes,14664,60
WarriorLegends,Aventura,42705,33
HeroShadow,Puzzle,9664,58
EmpireGalaxy,Estrategia,13529,67
WarriorGalaxy,Battle Royale,31789,31
GalaxyShadow,Puzzle,62316,12
AdventureEmpire,Simulación,44831,94
QuestAdventure,RPG,59907,96
AdventureGalaxy,MMORPG,20468,79
QuestFantasy,RPG,51305,99
ShadowEmpire,Acción,37468,42
QuestKingdom,RPG,38855,75
FantasyQuest,Simulación,2215,64
QuestShadow,MMORPG,22764,1
WarriorQuest,Battle Royale,6298,75
ChronicleShadow,Battle Royale,69466,77
KingdomDragon,Estrategia,31857,69
QuestKingdom,MMORPG,18114,74
EmpireWarrior,RPG,49269,99
QuestDragon,MMORPG,56773,73
KingdomDragon,MMORPG,9480,73
ChronicleLegends,Aventura,51937,20
GalaxyKingdom,Estrategia,67673,0
ChronicleEmpire,RPG,2102,85
AdventureAdventure,MMORPG,22277,67
WarriorChronicle,Plataforma,5290,58
ChronicleAdventure,Simulación,31068,25
HeroWarrior,Puzzle,45116,82
HeroFantasy,MMORPG,1299,57
GalaxyWarrior,Deportes,56915,95
DragonChronicle,RPG,12757,81
HeroKingdom,FPS,13946,23
WarriorQuest,Estrategia,47763,12
WarriorKingdom,FPS,49192,71
ChronicleChronicle,Estrategia,25059,7
GalaxyLegends,RPG,17748,21
DragonDragon,RPG,9268,96
KingdomShadow,Carreras,16980,59
ChronicleLegends,MMORPG,66050,12
FantasyWarrior,Estrategia,65874,83
EmpireQuest,Plataforma,17091,30
WarriorChronicle,RPG,48727,7
GalaxyHero,RPG,69351,29
ShadowHero,Estrategia,6784,90
KingdomFantasy,Carreras,66515,53
EmpireKingdom,Estrategia,41582,9
LegendsFantasy,Battle Royale,66332,52
DragonDragon,Carreras,66475,4
HeroQuest,Aventura,55765,43
WarriorKingdom,Carreras,51904,0
ShadowGalaxy,Battle Royale,7952,23
FantasyEmpire,Puzzle,28891,87
HeroHero,Acción,61511,37
HeroChronicle,Simulación,28578,79
GalaxyGalaxy,Acción,56251,78
EmpireQuest,Plataforma,14606,70
HeroGalaxy,Puzzle,35310,61
ShadowGalaxy,Aventura,46678,67
DragonGalaxy,Carreras,1904,39
KingdomKingdom,Puzzle,20543,63
GalaxyEmpire,FPS,56012,70
FantasyQuest,Aventura,9432,90
EmpireQuest,Simulación,26331,87
ChronicleWarrior,Simulación,6955,78
KingdomFantasy,FPS,13050,46
AdventureShadow,Plataforma,69500,34
KingdomQuest,Plataforma,45533,40
LegendsShadow,Simulación,51688,87
ShadowFantasy,FPS,7832,9
WarriorQuest,Deportes,48598,72
DragonShadow,MMORPG,29214,31
ChronicleGalaxy,Simulación,69226,49
FantasyWarrior,Puzzle,61745,5
AdventureShadow,Puzzle,69549,73
AdventureAdventure,Battle Royale,20987,79
LegendsHero,Puzzle,16906,4
WarriorWarrior,Battle Royale,6951,5
ShadowShadow,Puzzle,31655,63
KingdomGalaxy,Acción,61070,78
KingdomDragon,FPS,37096,44
KingdomWarrior,Battle Royale,12149,4
ShadowShadow,Aventura,8247,75
KingdomDragon,Battle Royale,44950,44
EmpireWarrior,Carreras,7750,29
WarriorQuest,Battle Royale,44900,28
DragonFantasy,Carreras,38968,95
DragonEmpire,Plataforma,22460,40
FantasyChronicle,Aventura,59386,46
AdventureKingdom,Puzzle,30263,85
QuestEmpire,Estrategia,65650,86
FantasyFantasy,Simulación,65580,34
KingdomFantasy,Simulación,54965,32
KingdomHero,Acción,60779,67
GalaxyDragon,Simulación,36869,86
KingdomEmpire,MMORPG,29219,56
AdventureWarrior,RPG,16503,72
DragonFantasy,Deportes,19288,15
DragonFantasy,Estrategia,29933,79
ShadowChronicle,RPG,11093,3
ChronicleQuest,MMORPG,4760,13
HeroChronicle,RPG,26872,87
EmpireKingdom,Simulación,35223,20
WarriorWarrior,Puzzle,68043,4
LegendsDragon,Battle Royale,30159,23
ChronicleHero,Deportes,33108,7
WarriorQuest,Battle Royale,40083,79
LegendsEmpire,Carreras,21568,1
QuestDragon,Puzzle,5232,14
DragonDragon,RPG,3425,52
KingdomKingdom,FPS,42002,29
FantasyDragon,Simulación,761,6
LegendsDragon,Battle Royale,51111,14
LegendsShadow,MMORPG,14610,56
EmpireGalaxy,Deportes,29017,76
EmpireHero,RPG,35346,7
LegendsEmpire,Acción,61973,59
ChronicleGalaxy,FPS,31031,79
ChronicleGalaxy,Deportes,46622,78
ShadowHero,RPG,56786,68
WarriorLegends,MMORPG,46109,25
EmpireKingdom,MMORPG,6324,93
LegendsKingdom,Puzzle,69438,51
FantasyQuest,FPS,59489,22
GalaxyFantasy,Simulación,4989,8
FantasyQuest,Plataforma,3616,84
HeroHero,FPS,12308,70
DragonChronicle,Plataforma,15137,49
WarriorWarrior,Acción,62834,28
AdventureWarrior,Plataforma,21570,72
ChronicleEmpire,Carreras,1524,24
DragonWarrior,Aventura,9081,81
LegendsKingdom,Carreras,26480,70
ChronicleWarrior,Estrategia,20909,91
DragonEmpire,Carreras,35461,70
WarriorGalaxy,RPG,19636,75
QuestFantasy,Aventura,27050,57
EmpireAdventure,Battle Royale,69212,88
ShadowKingdom,Puzzle,26967,52
LegendsWarrior,Aventura,16261,65
QuestWarrior,Estrategia,39278,97
LegendsLegends,FPS,7874,99
LegendsFantasy,Aventura,43738,63
ShadowGalaxy,Estrategia,13032,11
QuestQuest,Puzzle,13637,0
HeroLegends,Plataforma,58012,10
WarriorShadow,FPS,37589,53
DragonFantasy,Simulación,35586,23
DragonAdventure,Simulación,5471,82
KingdomAdventure,FPS,22771,99
FantasyQuest,Deportes,51438,41
EmpireChronicle,Aventura,2084,25
FantasyHero,Plataforma,69775,0
LegendsAdventure,Estrategia,5730,43
WarriorDragon,Estrategia,59077,43
DragonGalaxy,Acción,63693,60
WarriorHero,FPS,0,6
LegendsAdventure,Plataforma,30002,16
HeroFantasy,Battle Royale,24792,64
ChronicleGalaxy,Acción,31335,27
EmpireChronicle,RPG,5944,73
LegendsKingdom,Acción,39858,39
FantasyWarrior,RPG,47440,79
HeroEmpire,Plataforma,41644,55
ChronicleHero,Deportes,7309,45
ShadowWarrior,Plataforma,17800,1
DragonGalaxy,Carreras,62548,59
AdventureShadow,Simulación,49774,53
LegendsQuest,Acción,63582,41
GalaxyHero,Deportes,34934,2
AdventureHero,Deportes,3975,14
AdventureKingdom,Deportes,47745,30
ShadowAdventure,RPG,28720,21
WarriorLegends,Acción,1208,62
ChronicleFantasy,Acción,41602,37
WarriorGalaxy,RPG,19323,8
EmpireLegends,FPS,17660,17
DragonDragon,Acción,22859,95
GalaxyKingdom,RPG,21110,30
DragonFantasy,Deportes,62116,54
ChronicleGalaxy,MMORPG,65038,22
LegendsLegends,Simulación,52964,65
HeroAdventure,Estrategia,31692,74
WarriorGalaxy,Acción,23660,56
KingdomFantasy,Estrategia,2254,41
GalaxyDragon,Puzzle,59980,30
HeroHero,Puzzle,15251,13
GalaxyDragon,Aventura,17827,16
ChronicleFantasy,Battle Royale,49710,26
WarriorGalaxy,Acción,35636,4
WarriorShadow,Carreras,64517,67
LegendsChronicle,Deportes,68568,69
HeroWarrior,Aventura,44287,31
ChronicleLegends,RPG,53550,53
EmpireDragon,Aventura,67369,100
DragonQuest,Deportes,45832,33
AdventureHero,Battle Royale,56775,84
AdventureKingdom,Carreras,56105,43
KingdomFantasy,FPS,428,10
ChronicleWarrior,Plataforma,46668,76
KingdomLegends,MMORPG,48985,41
QuestHero,Acción,64741,55
KingdomLegends,Aventura,31485,25
DragonLegends,RPG,19570,1
DragonFantasy,Carreras,44445,76
KingdomFantasy,Carreras,47813,71
ShadowLegends,Deportes,35529,45
WarriorGalaxy,Aventura,68681,5
FantasyLegends,Aventura,67252,65
EmpireLegends,Aventura,61157,91
LegendsFantasy,RPG,20501,93
DragonWarrior,RPG,1827,83
ChronicleWarrior,MMORPG,44964,47
AdventureDragon,Aventura,29868,56
HeroHero,Aventura,11762,78
QuestEmpire,Aventura,8564,45
HeroFantasy,Puzzle,66636,4
ChronicleFantasy,Plataforma,68295,24
AdventureDragon,Carreras,50036,90
AdventureShadow,Battle Royale,7920,41
ChronicleQuest,Acción,20382,49
DragonFantasy,Carreras,48611,94
ChronicleShadow,Plataforma,4876,59
DragonQuest,MMORPG,60581,64
LegendsAdventure,Carreras,43038,30
FantasyHero,Acción,37511,91
KingdomDragon,Deportes,55064,28
QuestHero,RPG,8740,76
KingdomGalaxy,Deportes,30282,20
ShadowShadow,RPG,36215,44
HeroQuest,Simulación,63958,74
AdventureChronicle,Acción,40151,20
GalaxyDragon,Battle Royale,10581,47
WarriorShadow,Carreras,49338,30
KingdomWarrior,Acción,46969,65
KingdomChronicle,FPS,57514,83
QuestFantasy,Battle Royale,31392,73
ShadowAdventure,FPS,59744,79
AdventureKingdom,Deportes,18562,93
WarriorWarrior,Deportes,51032,98
HeroKingdom,Simulación,49842,14
GalaxyFantasy,Estrategia,16151,34
ShadowKingdom,Estrategia,14495,85
AdventureHero,Puzzle,57037,49
QuestKingdom,Battle Royale,65195,77
QuestDragon,MMORPG,26942,57
HeroDragon,Simulación,56423,61
HeroShadow,Plataforma,65745,72
FantasyKingdom,Plataforma,11742,74
FantasyChronicle,FPS,4327,64
HeroKingdom,Puzzle,62601,46
QuestLegends,Puzzle,22576,5
DragonGalaxy,Carreras,4035,70
KingdomFantasy,FPS,39682,54
ChronicleFantasy,Puzzle,66478,24
WarriorLegends,FPS,52545,85
GalaxyAdventure,Simulación,62001,69
LegendsEmpire,FPS,66625,80
WarriorDragon,Deportes,24258,92
GalaxyShadow,Carreras,47944,78
LegendsWarrior,Estrategia,32111,74
DragonAdventure,RPG,62540,57
EmpireQuest,Puzzle,63761,5
HeroQuest,Deportes,46842,70
ChronicleShadow,Aventura,59439,94
HeroChronicle,Battle Royale,15387,73
ChronicleShadow,FPS,11896,100
ShadowHero,Simulación,65724,51
GalaxyWarrior,Carreras,3841,27
HeroChronicle,FPS,58194,89
EmpireDragon,Simulación,6692,56
WarriorDragon,Battle Royale,18896,13
HeroEmpire,Simulación,52163,14
FantasyHero,Estrategia,289,93
WarriorKingdom,Deportes,15468,59
ShadowChronicle,Simulación,47895,61
FantasyGalaxy,Simulación,27323,92
EmpireLegends,Aventura,18791,37
QuestGalaxy,Battle Royale,61957,89
EmpireDragon,Plataforma,37604,67
QuestChronicle,RPG,18683,71
GalaxyWarrior,Estrategia,62148,18
FantasyEmpire,FPS,44093,26
ShadowShadow,FPS,942,34
EmpireDragon,Puzzle,41151,0
EmpireChronicle,Plataforma,18184,11
GalaxyQuest,Carreras,30667,34
HeroHero,Puzzle,66036,61
FantasyWarrior,Deportes,21194,18
WarriorWarrior,MMORPG,57427,85
KingdomAdventure,Aventura,60393,36
FantasyLegends,Battle Royale,41328,29
GalaxyHero,Aventura,8998,52
FantasyGalaxy,Deportes,13503,82
GalaxyChronicle,FPS,62548,23
WarriorWarrior,Deportes,31040,73
ChronicleQuest,Estrategia,35651,37
EmpireDragon,Plataforma,58048,28
LegendsHero,MMORPG,19961,79
AdventureShadow,Puzzle,6797,66
QuestShadow,Deportes,54209,80
ShadowFantasy,Simulación,32771,84
QuestChronicle,Carreras,41767,74
WarriorLegends,Carreras,63737,78
GalaxyFantasy,Plataforma,8201,91
GalaxyShadow,Estrategia,21121,20
GalaxyWarrior,MMORPG,17425,89
AdventureHero,Puzzle,61209,43
WarriorDragon,Battle Royale,10054,90
GalaxyLegends,MMORPG,47092,29
FantasyGalaxy,Battle Royale,20081,33
WarriorAdventure,Acción,7253,88
AdventureKingdom,FPS,46178,45
KingdomFantasy,FPS,3438,35
WarriorHero,Deportes,5672,98
AdventureShadow,Estrategia,36285,20
LegendsShadow,Estrategia,68540,66
HeroAdventure,Aventura,10895,3
HeroEmpire,Plataforma,48292,11
ChronicleHero,Simulación,34853,33
AdventureGalaxy,MMORPG,54987,54
QuestKingdom,Battle Royale,26392,63
HeroEmpire,RPG,5878,82
AdventureChronicle,RPG,27067,65
AdventureKingdom,Simulación,54250,35
LegendsLegends,Puzzle,36656,40
ChronicleHero,Acción,38762,9
AdventureDragon,Plataforma,5664,18
LegendsAdventure,Battle Royale,19410,4
HeroQuest,Aventura,67665,65
QuestEmpire,Plataforma,5482,57
FantasyHero,FPS,20718,27
EmpireFantasy,Battle Royale,11602,37
ChronicleDragon,Plataforma,53198,35
FantasyChronicle,Acción,23660,32
ShadowWarrior,Estrategia,23412,89
QuestFantasy,Simulación,27064,3
HeroDragon,Estrategia,51654,6
QuestWarrior,Carreras,29543,81
ShadowChronicle,Battle Royale,34045,67
WarriorLegends,RPG,50616,38
FantasyGalaxy,FPS,1109,19
GalaxyChronicle,Deportes,1359,42
LegendsFantasy,Estrategia,20145,98
EmpireAdventure,RPG,68212,59
HeroWarrior,Acción,61002,61
KingdomWarrior,Carreras,65139,17
AdventureWarrior,Acción,24318,93
DragonLegends,MMORPG,4787,15
DragonGalaxy,Deportes,18440,8
LegendsChronicle,RPG,57985,30
KingdomLegends,Acción,46284,46
EmpireShadow,Aventura,25007,66
KingdomEmpire,Estrategia,62339,93
GalaxyEmpire,Estrategia,69293,57
LegendsDragon,Battle Royale,47855,11
GalaxyQuest,RPG,54023,13
HeroGalaxy,Carreras,12393,99
HeroChronicle,Aventura,17916,41
QuestQuest,Carreras,10801,0
FantasyGalaxy,Puzzle,38731,26
QuestAdventure,FPS,3348,81
WarriorFantasy,Estrategia,43122,89
DragonQuest,Aventura,35841,9
GalaxyGalaxy,FPS,5770,12
ShadowDragon,Acción,55548,90
EmpireHero,Estrategia,54414,50
QuestKingdom,Estrategia,25357,81
ChronicleDragon,Puzzle,10682,1
AdventureKingdom,Aventura,58356,94
ChronicleKingdom,Simulación,38890,7
ShadowAdventure,Plataforma,32633,36
EmpireGalaxy,Plataforma,8627,47
ChronicleShadow,Estrategia,16799,1
LegendsHero,Plataforma,2518,45
ChronicleKingdom,Carreras,24672,36
LegendsLegends,MMORPG,59382,85
WarriorChronicle,MMORPG,14266,75
ChronicleHero,Puzzle,45131,76
WarriorHero,Deportes,47935,5
AdventureKingdom,Acción,32728,95
KingdomShadow,Acción,43833,3
LegendsQuest,Simulación,22644,87
HeroFantasy,Estrategia,23511,13
ShadowShadow,Acción,43476,54
FantasyQuest,Carreras,24382,14
AdventureShadow,RPG,59675,90
GalaxyFantasy,Simulación,65573,69
AdventureShadow,Estrategia,16326,2
KingdomChronicle,FPS,40910,99
ShadowShadow,Carreras,44240,68
KingdomWarrior,Puzzle,64169,32
AdventureHero,Acción,41086,45
GalaxyFantasy,Estrategia,37732,1
AdventureEmpire,Acción,31055,17
FantasyShadow,Plataforma,9520,1
KingdomLegends,FPS,64579,90
WarriorGalaxy,Puzzle,122,90
DragonHero,Aventura,65408,24
GalaxyQuest,Carreras,21178,73
EmpireQuest,Battle Royale,35179,94
HeroGalaxy,Deportes,18759,87
FantasyGalaxy,RPG,10099,83
FantasyWarrior,Acción,11992,63
DragonWarrior,Carreras,47786,66
FantasyEmpire,Battle Royale,56730,82
FantasyShadow,RPG,3544,5
KingdomWarrior,Battle Royale,20909,56
ShadowLegends,MMORPG,11477,35
DragonGalaxy,Acción,24379,0
KingdomChronicle,FPS,62876,39
LegendsQuest,Carreras,52923,40
QuestQuest,Plataforma,25434,25
LegendsShadow,Aventura,449,68
FantasyLegends,FPS,7323,13
WarriorKingdom,Carreras,197,68
ChronicleQuest,Aventura,22349,1
EmpireKingdom,Aventura,32135,9
QuestQuest,Puzzle,21314,21
WarriorKingdom,Estrategia,41008,20
ChronicleDragon,Carreras,36241,74
HeroHero,Simulación,9940,40
EmpireHero,Plataforma,10794,69
GalaxyDragon,MMORPG,52467,58
QuestAdventure,MMORPG,13566,77
HeroAdventure,Deportes,58310,27
EmpireAdventure,Plataforma,62975,5
KingdomHero,Simulación,31887,34
ChronicleGalaxy,Aventura,36376,16
WarriorWarrior,Acción,67922,12
ShadowQuest,Simulación,47891,11
LegendsShadow,RPG,23689,26
HeroChronicle,Deportes,15650,89
DragonHero,Battle Royale,57804,76
FantasyWarrior,Acción,9558,8
QuestHero,Estrategia,11667,39
AdventureKingdom,Aventura,10307,2
KingdomAdventure,Puzzle,31577,71
GalaxyEmpire,Aventura,63246,44
EmpireWarrior,Carreras,64257,50
QuestDragon,Estrategia,68846,98
HeroHero,RPG,40201,27
HeroHero,Acción,64502,76
DragonLegends,Estrategia,63850,28
HeroQuest,FPS,37365,48
DragonChronicle,Deportes,49172,67
WarriorShadow,Aventura,53432,54
GalaxyKingdom,MMORPG,60271,6
KingdomAdventure,Estrategia,29906,13
LegendsGalaxy,MMORPG,2250,83
GalaxyGalaxy,Estrategia,25210,2
ShadowAdventure,Carreras,14006,79
HeroGalaxy,Puzzle,19802,4
QuestFantasy,Simulación,38394,78
GalaxyFantasy,Plataforma,30208,5
KingdomGalaxy,Carreras,42466,71
WarriorQuest,MMORPG,52116,8
GalaxyGalaxy,Aventura,6211,35
QuestEmpire,MMORPG,37115,19
AdventureFantasy,Deportes,16295,35
QuestDragon,Carreras,50450,56
FantasyQuest,Carreras,10327,84
GalaxyEmpire,MMORPG,7320,33
HeroChronicle,Deportes,35370,93
GalaxyFantasy,Aventura,22124,84
GalaxyKingdom,Simulación,20503,2
EmpireShadow,Acción,51999,47
LegendsEmpire,MMORPG,21677,55
AdventureEmpire,Estrategia,38896,35
ShadowQuest,MMORPG,68375,100
HeroChronicle,Puzzle,50826,83
KingdomDragon,Carreras,57525,81
WarriorChronicle,Carreras,37170,49
WarriorEmpire,RPG,39828,50
FantasyHero,Carreras,28697,84
QuestWarrior,Puzzle,27173,35
WarriorHero,Estrategia,1994,6
ChronicleDragon,Puzzle,51988,98
WarriorChronicle,Plataforma,48405,32
LegendsFantasy,Carreras,65033,53
GalaxyFantasy,MMORPG,51279,16
ShadowShadow,FPS,68584,55
ChronicleHero,Aventura,10226,49
EmpireGalaxy,Deportes,47881,54
LegendsDragon,Plataforma,24098,67
LegendsGalaxy,Acción,50006,55
ShadowQuest,Carreras,68730,13
ShadowFantasy,Estrategia,50006,34
EmpireHero,Aventura,19284,20
HeroQuest,Simulación,33719,68
GalaxyGalaxy,Simulación,9756,55
LegendsWarrior,FPS,15880,48
LegendsGalaxy,MMORPG,63453,6
LegendsEmpire,Acción,35808,30
ChronicleFantasy,Simulación,2958,21
ShadowHero,Carreras,35212,4
EmpireDragon,Plataforma,68154,21
DragonDragon,Battle Royale,45544,17
HeroDragon,Puzzle,15667,27
ShadowEmpire,Aventura,46158,45
GalaxyWarrior,RPG,21455,46
ChronicleLegends,Carreras,4382,26
AdventureLegends,Aventura,38896,82
GalaxyLegends,Plataforma,27626,97
KingdomKingdom,RPG,25583,24
GalaxyDragon,Acción,68175,72
HeroEmpire,Puzzle,25250,95
FantasyDragon,Battle Royale,54516,6
ShadowQuest,FPS,18654,98
WarriorFantasy,Deportes,28818,41
KingdomAdventure,Battle Royale,28423,68
ChronicleDragon,Aventura,53296,25
FantasyWarrior,Plataforma,10177,1
GalaxyAdventure,MMORPG,6240,37
LegendsShadow,Estrategia,33898,43
ChronicleLegends,Estrategia,19901,31
EmpireQuest,Plataforma,6040,76
EmpireGalaxy,Puzzle,19896,67
AdventureLegends,FPS,43862,93
DragonWarrior,Estrategia,25761,76
EmpireQuest,Deportes,60753,43
AdventureEmpire,RPG,14866,4
FantasyWarrior,Estrategia,16530,95
LegendsKingdom,Puzzle,49765,73
WarriorHero,RPG,7192,72
GalaxyChronicle,MMORPG,2808,5
GalaxyHero,RPG,51567,82
ChronicleAdventure,Puzzle,21332,28
QuestShadow,Estrategia,39487,96
GalaxyHero,Aventura,29260,43
KingdomHero,Estrategia,56620,32
DragonChronicle,Aventura,68319,23
GalaxyEmpire,Deportes,66610,73
QuestQuest,Plataforma,49613,57
ShadowKingdom,RPG,66562,74
LegendsGalaxy,Estrategia,64765,54
ChronicleKingdom,FPS,42494,78
DragonAdventure,MMORPG,66798,72
DragonAdventure,Estrategia,53721,21
ChronicleGalaxy,Aventura,12865,29
DragonFantasy,Estrategia,27747,94
QuestFantasy,RPG,17535,38
WarriorEmpire,FPS,947,49
AdventureWarrior,RPG,15873,79
DragonFantasy,Battle Royale,62678,92
AdventureShadow,Carreras,36558,25
LegendsChronicle,Battle Royale,68874,96
ChronicleShadow,RPG,39311,68
AdventureEmpire,Acción,33281,77
ShadowDragon,Plataforma,64914,86
LegendsQuest,Acción,32351,35
HeroDragon,Aventura,54865,46
FantasyEmpire,Deportes,59592,68
KingdomWarrior,Deportes,8852,93
EmpireShadow,Estrategia,43962,25
LegendsAdventure,Estrategia,65381,70
HeroWarrior,RPG,58036,68
KingdomAdventure,MMORPG,44507,3
ShadowEmpire,Acción,46057,67
EmpireLegends,Estrategia,13565,83
LegendsFantasy,Simulación,12404,60
ChronicleAdventure,FPS,13506,97
ChronicleAdventure,Battle Royale,55664,71
GalaxyQuest,RPG,52286,8
ChronicleEmpire,Battle Royale,39779,64
FantasyAdventure,Aventura,3079,30
HeroWarrior,RPG,45818,88
FantasyChronicle,Estrategia,32475,28
EmpireShadow,RPG,66928,27
ChronicleAdventure,Carreras,53065,63
WarriorQuest,Acción,2922,9
FantasyFantasy,Acción,61184,88
ChronicleChronicle,RPG,68136,96
FantasyEmpire,FPS,13452,13
HeroHero,Plataforma,11104,71
ChronicleWarrior,Plataforma,14177,54
KingdomGalaxy,RPG,46272,50
AdventureShadow,MMORPG,54888,60
LegendsWarrior,Simulación,6029,89
FantasyFantasy,Carreras,39534,29
ShadowQuest,Battle Royale,1921,55
KingdomAdventure,Puzzle,24213,51
ChronicleWarrior,FPS,31758,48
WarriorGalaxy,RPG,31416,57
KingdomQuest,Plataforma,12554,73
KingdomAdventure,Acción,69784,23
ShadowKingdom,Puzzle,56032,99
KingdomChronicle,Deportes,26659,92
AdventureDragon,Simulación,9853,14
GalaxyLegends,Deportes,59750,2
LegendsShadow,FPS,21514,72
QuestWarrior,Aventura,6974,60
KingdomHero,Estrategia,40259,85
DragonAdventure,Plataforma,23613,50
AdventureHero,Puzzle,19570,85
ChronicleLegends,MMORPG,13793,35
GalaxyLegends,Estrategia,46009,8
WarriorQuest,RPG,57709,50
AdventureQuest,Acción,25061,66
FantasyShadow,Deportes,66887,22
ShadowFantasy,Estrategia,25158,21
LegendsEmpire,Aventura,63446,13
HeroDragon,RPG,48974,27
KingdomShadow,Simulación,50971,15
GalaxyEmpire,Plataforma,42116,62
LegendsFantasy,Estrategia,26055,56
KingdomEmpire,Plataforma,56793,48
LegendsLegends,Estrategia,23180,76
DragonHero,Aventura,12853,84
